"Occupation Title","Occupation Code","Employment 2022","Employment 2032","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupational Openings, 2022-2032 Annual Average","Median Annual Wage 2022","Typical Entry-Level Education","Education Code","Work Experience in a Related Occupation","Workex Code","Typical on-the-job Training","trCode",Industry,At Risk
"Office and administrative support workers, all other    * Braille Transcriber* Envelope Stuffer* Fingerprint Clerk* Investigation Clerk* Newspaper Inserter* Notary Public","=""43-9199""","215.1","197.3","-17.8","-8.3","19.8","38,660","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Chief executives    * Admiral* CEO* COO* Chief Executive Officer* Chief Financial Officer* Chief Operating Officer* Chief Sustainability Officer* Commissioner of Internal Revenue* County Commissioner* Government Service Executive* Governor* Mayor* School Superintendent* University President","=""11-1011""","280.0","257.0","-23.0","-8.2","15.3","189,520","Bachelor's degree","3","5 years or more","1","None","6",-,-1
"Metal-refining furnace operators and tenders    * Electric Arc Furnace Operator* Melt Room Operator* Smelter Operator","=""51-4051""","19.7","18.1","-1.6","-8.2","1.7","50,280","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
" ","=""51-9161""","181.8","167.2","-14.6","-8.1","14.3","46,760","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Metal workers and plastic workers, all other    * Electrical Discharge Machine Setup Operator* Metal Rivet Machine Operator* Tin Recovery Worker","=""51-4199""","21.4","19.8","-1.7","-7.8","1.8","38,340","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Drafters, all other    * Blueprint Tracer* Drafting Layout Worker* Draughtsman* Geological Drafter* Marine Drafter","=""17-3019""","18.7","17.3","-1.5","-7.8","1.3","57,640","Associate's degree","4","None","4","None","6",-,-1
"Textile, apparel, and furnishings workers, all other    * Apparel Embroidery Digitizer* Feltmaker* Hat Blocking Machine Operator* Swatch Maker* Tassel Making Machine Operator","=""51-6099""","14.3","13.2","-1.1","-7.8","1.4","32,640","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Buyers and purchasing agents","=""13-1020""","494.4","456.3","-38.0","-7.7","39.0","67,620","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4",-,-1
"Procurement clerks    * Procurement Assistant* Purchasing Assistant* Purchasing Clerk","=""43-3061""","65.3","60.4","-4.9","-7.6","5.4","45,240","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Miscellaneous assemblers and fabricators","=""51-2090""","1,500.4","1,388.6","-111.8","-7.5","141.4","37,280","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Correctional officers and jailers    * Certified Detention Deputy* Convict Guard* Correction Officer* Correctional Guard* Correctional Sergeant* Detention Deputy* Detention Officer* Jail Guard* Juvenile Corrections Officer* Penal Officer* Prison Guard* Prison Officer","=""33-3012""","378.5","349.9","-28.6","-7.5","28.6","49,610","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Fabric and apparel patternmakers    * Clothing Patternmaker* Embroidery Patternmaker* Fabric Pattern Grader","=""51-6092""","3.4","3.1","-0.2","-7.4","0.3","60,320","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Advertising sales agents    * Advertising Account Executive* Advertising Agent* Advertising Solicitor* Display Advertising Sales Representative* Inside Sales Advertising Executive* Outside Sales Advertising Executive* Radio Time Salesperson* Signs and Displays Salesperson* Yellow Pages Space Salesperson","=""41-3011""","111.4","103.4","-8.0","-7.2","10.5","58,450","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Mechanical drafters    * Aeronautical Drafter* Automotive Design Drafter* Die Designer* Gage Designer* Mechanical Design Drafter* Tool Designer* Tool and Die Designer","=""17-3013""","49.6","46.0","-3.6","-7.2","3.5","61,310","Associate's degree","4","None","4","None","6",-,-1
"Logging workers, all other    * Log Cutter* Log Peeler* Log Roper* Logging Laborer* Logging Swamper* Rigging Slinger* Timber Hand","=""45-4029""","4.9","4.6","-0.3","-7.0","0.6","47,110","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"First-line supervisors of retail sales workers    * Assistant Store Manager* Cashier Manager* Cashier Supervisor* Delicatessen Department Manager* Produce Department Supervisor* Sales Clerk Supervisor* Used Car Sales Supervisor","=""41-1011""","1,405.8","1,311.8","-94.0","-6.7","123.7","45,250","High school diploma or equivalent","7","Less than 5 years","2","None","6",-,-1
"Postal service mail carriers    * City Letter Carrier* Letter Carrier* Mail Deliverer* Parcel Post Carrier* Postal Mail Carrier* Rural Mail Carrier* Rural Route Carrier* USPS Letter Carrier","=""43-5052""","314.5","293.5","-21.0","-6.7","20.6","54,250","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Postal service clerks    * Bulk Mail Clerk* Bulk Mail Technician* Parcel Post Clerk* Postal Clerk* Postal Service Clerk* Postal Service Window Clerk","=""43-5051""","74.8","69.8","-5.0","-6.7","5.6","56,200","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Postmasters and mail superintendents    * Postal Supervisor* Postmaster","=""11-9131""","13.0","12.1","-0.9","-6.7","0.8","82,760","High school diploma or equivalent","7","Less than 5 years","2","Moderate-term on-the-job training","4",-,-1
"Office clerks, general    * Administrative Clerk* Office Assistant* Office Clerk* Real Estate Clerk","=""43-9061""","2,668.2","2,492.8","-175.4","-6.6","290.1","38,040","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Audiovisual equipment installers and repairers    * Cable Installation Technician* Electric Organ Checker* Electronic Musical Instrument Repairer* Home Stereo Equipment Installer* Home Theater Installer* Satellite Dish Installer* Stereo Equipment Installer* Television Installer* Television Repairer* Wireless Internet Installer","=""49-2097""","26.9","25.2","-1.8","-6.5","2.3","44,960","Postsecondary nondegree award","5","None","4","Short-term on-the-job training","5",-,-1
"Water and wastewater treatment plant and system operators    * Industrial Waste Treatment Technician* Lead Sewage Plant Operator* Liquid Waste Treatment Plant Operator* Sewage Plant Operator* Waste Treatment Operator* Wastewater Operator* Water Plant Operator* Water Treatment Technician","=""51-8031""","124.8","116.9","-7.9","-6.3","10.5","51,600","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3",-,-1
"Fish and game wardens    * Conservation Enforcement Officer* Fish Warden* Fish and Wildlife Warden* Game Warden* Wildlife Control Agent* Wildlife Officer* Wildlife and Game Protector","=""33-3031""","6.9","6.5","-0.4","-6.3","0.7","59,500","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4",-,-1
"Bookkeeping, accounting, and auditing clerks    * Accounts Receivable Assistant* Accounts Receivable Clerk* Auditing Clerk* Bookkeeper* Fixed Capital Clerk* Foreign Exchange Position Clerk* Mortgage Accounting Clerk","=""43-3031""","1,735.8","1,627.5","-108.3","-6.2","183.9","45,860","Some college, no degree","6","None","4","Moderate-term on-the-job training","4",-,-1
"Cooks, short order    * Griddle Attendant* Griddle Cook* Grill Cook* Short Order Fry Cook* Snack Bar Cook","=""35-2015""","137.4","128.9","-8.4","-6.1","19.1","30,360","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Library technicians    * Cataloging Library Technical Assistant* Library Acquisitions Technician* Library Cataloging Technician* Library Circulation Technician* Library Technical Assistant* Serials or Bindery Library Technical Assistant","=""25-4031""","78.6","73.8","-4.8","-6.1","12.2","37,600","Postsecondary nondegree award","5","None","4","None","6",-,-1
"Stonemasons    * Banker Mason* Curbstone Setter* Granite Setter* Memorial Mason* Monument Mason* Rock Mason* Stone Chimney Mason* Stone Layer","=""47-2022""","13.5","12.7","-0.8","-5.9","1.0","50,210","High school diploma or equivalent","7","None","4","Apprenticeship","2",-,-1
"Correspondence clerks    * Claims Correspondence Clerk* Correspondence Representative* Correspondence Transcriber* Customer Service Correspondence Clerk* Fan Mail Editor* Medicare Correspondence Representative* Student Loan Correspondent","=""43-4021""","6.0","5.6","-0.4","-5.9","0.6","38,700","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Library assistants, clerical    * Book Sorter* Braille and Talking Books Clerk* Circulation Clerk* Film Library Clerk* Library Aide* Library Assistant* Library Circulation Clerk* Library Clerk* Medical Library Assistant* Microfilm Clerk","=""43-4121""","82.9","78.2","-4.8","-5.8","13.5","31,150","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Credit authorizers, checkers, and clerks    * Charge Authorizer* Commercial Credit Reviewer* Credit Authorizer* Credit Charge Authorizer* Credit Checker* Credit Investigator* Credit Processor* Credit Rating Checker* Credit Reference Clerk* Credit Report Checker","=""43-4041""","16.4","15.5","-1.0","-5.8","1.2","44,830","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Gambling change persons and booth cashiers    * Mutuel Teller* Slot Attendant","=""41-2012""","19.4","18.3","-1.1","-5.6","3.5","30,010","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Customer service representatives    * Complaint Clerk* Contact Center Specialist* Customer Complaint Clerk* Customer Contact Specialist* Customer Relations Representative* Customer Support Representative* Gas Distribution and Emergency Clerk* Passenger Relations Representative* Policyholder Information Clerk* Warranty Clerk","=""43-4051""","2,982.9","2,820.2","-162.7","-5.5","373.4","37,780","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Chemical equipment operators and tenders    * Acid Purification Equipment Operator* Chemical Machine Tender* Chemical Process Equipment Operator* Chemical Processor* Chemical Treatment Operator","=""51-9011""","120.2","113.7","-6.6","-5.5","10.2","49,330","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Cooks, private household    * Certified Personal Chef* Personal Chef* Private Chef","=""35-2013""","34.0","32.1","-1.9","-5.5","4.8","38,570","Postsecondary nondegree award","5","Less than 5 years","2","None","6",-,-1
"Gambling cage workers    * Cage Cashier* Casino Cage Cashier* Casino Cashier* Gambling Cage Cashier* Gambling Cashier","=""43-3041""","12.2","11.5","-0.7","-5.4","1.1","31,720","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Farmworkers, farm, ranch, and aquacultural animals    * Aquaculture Worker* Barn Hand* Barn Worker* Cattle Brander* Cattle Driver* Chicken Handler* Chicken Vaccinator* Cow Tender* Egg Gatherer* Farrowing Worker* Goat Herder* Groom* Hatchery Worker* Livestock Handler* Poultry Debeaker* Ranch Hand* Sheep Shearer* Shrimp Pond Laborer","=""45-2093""","199.4","188.9","-10.5","-5.3","27.5","34,150","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Helpers--carpenters    * Beam Builder Helper* Building Carpenter Helper* Carpenter Assistant* Carpenter Helper* Construction Carpenters Helper* Hardwood Floor Installation Helper* House Carpenter Helper","=""47-3012""","25.1","23.7","-1.3","-5.3","2.5","37,490","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"First-line supervisors of office and administrative support workers    * Accounts Payable Supervisor* Billing Department Supervisor* Billing Supervisor* Clerical Supervisor* Data Entry Supervisor* Medical Billing Supervisor* Office Services Supervisor* Payroll Supervisor* Records Supervisor* Teller Supervisor* Timekeeping Supervisor","=""43-1011""","1,567.2","1,486.4","-80.7","-5.2","137.7","61,370","High school diploma or equivalent","7","Less than 5 years","2","None","6",-,-1
"Graders and sorters, agricultural products    * Apple Sorter* Cherry Sorter* Cotton Grader* Egg Grader* Fruit Sorter* Meat Grader* Oyster Sorter* Peanut Grader* Potato Sorter* Seed Sorter* Strawberry Sorter* Vegetable Sorter* Wool Grader","=""45-2041""","30.1","28.5","-1.5","-5.1","4.1","32,550","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Patternmakers, wood    * Wood Die Maker","=""51-7032""","0.5","0.5","0.0","-5.1","0.1","44,290","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Power distributors and dispatchers    * Power System Dispatcher* Steam Plant Control Room Operator* Steam and Power Panel Operator* Substation Operator","=""51-8012""","9.6","9.1","-0.5","-5.0","0.7","101,650","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3",-,-1
"Human resources assistants, except payroll and timekeeping    * Employment Clerk* HR Clerk* Personnel Clerk","=""43-4161""","107.6","102.4","-5.2","-4.9","11.1","45,930","Associate's degree","4","None","4","None","6",-,-1
"Food preparation workers    * Deli Clerk* Deli Slicer* Food Preparer* Fruit and Vegetable Parer* Salad Maker* Sandwich Maker","=""35-2021""","931.8","887.0","-44.8","-4.8","157.1","29,790","No formal educational credential","8","None","4","Short-term on-the-job training","5",2,1
